ro_id,line_num,part_id,part_name,part_type,qty,unit_cost,line_cost,lead_time_days,is_primary_fix
RO000436,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000437,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000437,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000438,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000438,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000438,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000439,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000439,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000439,3,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000440,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000440,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000441,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000441,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000442,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000442,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000443,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,2,62.16,124.32,4,True
RO000443,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000444,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000444,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000445,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000445,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000446,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000446,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000447,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000447,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000448,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000448,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000449,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000449,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000450,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000450,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000451,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000451,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000452,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000452,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000453,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000453,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000454,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000454,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000455,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000455,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000456,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000456,2,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000457,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000457,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000458,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000458,2,P-1023,CONTACTOR-26,contactor,2,41.87,83.74,3,False
RO000459,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000459,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000460,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000460,2,P-1007,FLUID_FILTER-58,fluid_filter,2,90.82,181.64,1,False
RO000461,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000461,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000462,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000462,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000463,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000463,2,P-1003,COOLANT_FILTER-81,coolant_filter,2,73.31,146.62,5,False
RO000464,1,P-1020,FUSE-67,fuse,2,44.8,89.6,6,True
RO000464,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000465,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000465,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000465,3,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000466,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000466,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000467,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000467,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000468,1,P-1022,RELAY-52,relay,2,77.32,154.64,4,True
RO000468,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000469,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000469,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000470,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000470,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000471,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000471,2,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000472,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000472,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000473,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000473,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000474,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000474,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000475,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000475,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000475,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000476,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000476,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000477,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000477,2,P-1006,THERMOSTAT-56,thermostat,2,66.12,132.24,4,False
RO000478,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000478,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000479,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000479,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000480,1,P-1008,PRESSURE_VALVE-99,pressure_valve,2,37.48,74.96,3,True
RO000480,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000481,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000481,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000481,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,2,62.16,124.32,4,False
RO000482,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,2,51.64,103.28,7,True
RO000482,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000482,3,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,False
RO000482,4,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000483,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000483,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000484,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000484,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000484,3,P-1031,CHAIN_LUBE-96,chain_lube,2,65.65,131.3,5,False
RO000485,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000485,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000485,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000486,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000486,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000486,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000487,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000487,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000487,3,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000488,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000488,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000488,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000489,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000489,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000490,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000490,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000491,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000491,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000492,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000492,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000493,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000493,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000494,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000494,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000495,1,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,True
RO000495,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000496,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000496,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000497,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000497,2,P-1007,FLUID_FILTER-58,fluid_filter,2,90.82,181.64,1,False
RO000498,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000498,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000499,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000499,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000500,1,P-1026,DRIVE_CHAIN-66,drive_chain,2,94.24,188.48,4,True
RO000500,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000501,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000501,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000501,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000502,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000502,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000503,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000503,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000504,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000504,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000505,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000505,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000506,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000506,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000507,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000507,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000508,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000508,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000509,1,P-1021,RELAY-80,relay,2,113.56,227.12,6,True
RO000509,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000510,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000510,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000511,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000511,2,P-1018,AIR_REGULATOR-18,air_regulator,2,117.94,235.88,1,False
RO000512,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000512,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000513,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000513,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000513,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000514,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000514,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000515,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000515,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000515,3,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000516,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000516,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000517,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000517,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000518,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000518,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000519,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000519,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000520,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000520,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000521,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000521,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000521,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000522,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000522,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000523,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000523,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000523,3,P-1003,COOLANT_FILTER-81,coolant_filter,2,73.31,146.62,5,False
RO000524,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000524,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000524,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000525,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000525,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000525,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000526,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000526,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000527,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000527,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000528,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000528,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,2,48.52,97.04,7,False
RO000529,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000529,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000530,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000530,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000531,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000531,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000532,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000532,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000532,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000533,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000533,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000534,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000534,2,P-1016,AIR_LINE-91,air_line,2,62.13,124.26,13,False
RO000535,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000535,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000536,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000536,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000537,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000537,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000538,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,2,62.16,124.32,4,True
RO000538,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000539,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000539,2,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,False
RO000540,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000540,2,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,False
RO000541,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000541,2,P-1005,FAN-54,fan,2,65.94,131.88,8,False
RO000541,3,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000542,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000542,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000542,3,P-1011,PUMP-41,pump,1,157.52,157.52,5,False
RO000543,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000543,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000544,1,P-1030,BELT-30,belt,2,94.54,189.08,9,True
RO000544,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000545,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000545,2,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000546,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000546,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000547,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000547,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000547,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000548,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000548,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000549,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000549,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000550,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000550,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000551,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000551,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000552,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000552,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000552,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000553,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000553,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000554,1,P-1030,BELT-30,belt,2,94.54,189.08,9,True
RO000554,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000555,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000555,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000556,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000556,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000556,3,P-1017,FRL_UNIT-56,frl_unit,2,80.96,161.92,1,False
RO000556,4,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000557,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000557,2,P-1021,RELAY-80,relay,2,113.56,227.12,6,False
RO000558,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000558,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000559,1,P-1022,RELAY-52,relay,1,77.32,77.32,4,True
RO000559,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000560,1,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,True
RO000560,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000561,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000561,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000562,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000562,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000563,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000563,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000563,3,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000564,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,2,54.13,108.26,1,True
RO000564,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000565,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000565,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000566,1,P-1030,BELT-30,belt,2,94.54,189.08,9,True
RO000566,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000567,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000567,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000568,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000568,2,P-1017,FRL_UNIT-56,frl_unit,2,80.96,161.92,1,False
RO000568,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000569,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000569,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000570,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000570,2,P-1016,AIR_LINE-91,air_line,2,62.13,124.26,13,False
RO000571,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000571,2,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,False
RO000571,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000572,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000572,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000573,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000573,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000574,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,2,51.64,103.28,7,True
RO000574,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000575,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000575,2,P-1003,COOLANT_FILTER-81,coolant_filter,2,73.31,146.62,5,False
RO000576,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000576,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000577,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000577,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000578,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000578,2,P-1007,FLUID_FILTER-58,fluid_filter,2,90.82,181.64,1,False
RO000579,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,2,51.64,103.28,7,True
RO000579,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000580,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000580,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000581,1,P-1019,FUSE-98,fuse,2,89.48,178.96,1,True
RO000581,2,P-1022,RELAY-52,relay,2,77.32,154.64,4,False
RO000582,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000582,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000583,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000583,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000584,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000584,2,P-1017,FRL_UNIT-56,frl_unit,2,80.96,161.92,1,False
RO000584,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
