ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at
RO000764,SUV-Z,7.9,6765,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.79,248.34,2025-11-19 17:14:29
RO000765,SUV-Z,1.2,23901,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.24,132.06,2023-08-25 21:27:09
RO000766,SUV-X,11.9,10713,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_temp,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.09,404.15,2025-07-07 09:23:30
RO000767,TRUCK-T1,2.6,24886,Radiator efficiency low,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.19,276.8,2025-09-10 19:30:25
RO000768,TRUCK-T2,4.6,16280,Brake pedal spongy,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.5,128.3,2024-10-11 10:56:09
RO000769,COUPE-R,10.4,26587,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.78,128.3,2025-07-31 04:46:21
RO000770,TRUCK-T2,1.9,11692,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.02,179.76,2026-02-25 13:22:21
RO000771,SUV-X,3.1,7342,Brake pressure drop,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.19,135.6,2026-02-27 13:39:58
RO000772,COUPE-R,6.3,15262,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.98,405.86,2025-04-08 20:28:02
RO000773,SEDAN-B,5.7,7606,Unexpected power cut,FC-ELC-22,electrical_power,dusty,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.28,155.43,2024-10-12 21:36:26
RO000774,SEDAN-A,10.1,230,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.64,132.06,2023-10-23 10:49:52
RO000775,VAN-C,1.3,9799,Air regulation unstable,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.33,205.25,2024-02-26 18:02:13
RO000776,SUV-Z,1.4,7625,Intake actuator delayed,FC-PNE-07,pneumatic_intake,normal,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.49,186.45,2025-04-08 20:46:28
RO000777,SEDAN-B,7.2,15554,Belt slipping,FC-ACC-09,conveyor_like_accessory,normal,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,4.06,224.07,2025-10-04 15:15:25
RO000778,SUV-X,7.1,10626,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.96,186.42,2025-08-07 21:42:09
RO000779,SEDAN-B,12.4,25723,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.9,132.06,2026-03-04 12:18:46
RO000780,VAN-C,9.4,21491,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.2,165.78,2024-11-23 22:10:10
RO000781,SUV-X,9.4,27303,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.25,383.8,2025-06-03 22:23:20
RO000782,SUV-Z,3.3,23141,Driveline vibration under load,FC-DRV-19,drivetrain,normal,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.04,189.59,2023-08-11 22:54:05
RO000783,SEDAN-B,8.4,17724,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.28,203.04,2024-08-19 12:12:19
RO000784,SEDAN-A,1.9,23378,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.84,210.86,2026-05-14 19:15:00
RO000785,SUV-X,5.7,14652,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.44,198.9,2024-05-30 08:46:19
RO000786,VAN-C,8.3,19576,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_temp,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.38,286.21,2023-01-02 21:07:39
RO000787,COUPE-R,10.4,12327,Drive transfer slip,FC-DRV-19,drivetrain,high_temp,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.63,189.59,2023-06-21 02:09:17
RO000788,SEDAN-A,2.9,14811,Brake pressure drop,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.15,128.3,2023-08-23 17:31:37
RO000789,TRUCK-T2,7.3,12043,Brake pedal spongy,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.24,151.17,2024-02-26 03:05:23
RO000790,SUV-X,9.4,11505,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,high_humidity,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,2.29,224.07,2023-08-18 13:38:40
RO000791,SEDAN-B,12.6,26051,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,2.92,122.12,2023-07-18 02:52:38
RO000792,TRUCK-T2,8.9,10976,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.03,102.65,2026-05-31 01:58:52
RO000793,SUV-Z,7.5,13124,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.93,198.9,2023-05-10 21:29:40
RO000794,TRUCK-T2,4.1,7670,Belt slipping,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,3.84,419.25,2025-01-06 05:15:17
RO000795,VAN-C,6.3,9273,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.86,363.73,2023-11-24 08:51:30
RO000796,SEDAN-A,11.7,10359,Drive transfer slip,FC-DRV-19,drivetrain,high_temp,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.98,223.77,2024-07-21 09:17:29
RO000797,TRUCK-T1,8.2,18776,Control unit reset observed,FC-ELC-22,electrical_power,dusty,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.65,143.52,2024-10-01 06:40:12
RO000798,SUV-X,9.1,18857,Control unit reset observed,FC-ELC-22,electrical_power,city_stopgo,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.02,166.92,2023-09-07 02:14:10
RO000799,SUV-X,9.5,22098,Unexpected power cut,FC-ELC-22,electrical_power,high_humidity,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.97,155.43,2023-05-23 19:38:31
RO000800,SEDAN-B,6.6,20466,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.08,115.39,2024-12-28 16:33:48
RO000801,TRUCK-T1,10.3,33910,Intermittent electrical fault,FC-ELC-22,electrical_power,normal,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.93,158.36,2023-06-12 04:18:59
RO000802,SEDAN-A,1.7,17430,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.94,383.8,2023-10-19 15:35:47
RO000803,COUPE-R,5.7,26626,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,normal,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.82,186.42,2023-03-16 15:23:34
RO000804,VAN-C,8.9,10153,Air regulation unstable,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,8.94,267.38,2024-07-06 18:34:32
RO000805,VAN-C,13.5,8866,Drive transfer slip,FC-DRV-19,drivetrain,dusty,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.4,371.13,2025-06-29 21:01:05
RO000806,TRUCK-T2,9.5,11902,Coolant leak suspected,FC-CLG-11,engine_cooling,dusty,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.41,312.71,2026-05-05 00:02:22
RO000807,SEDAN-B,6.6,100,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.47,135.6,2025-05-30 15:35:45
RO000808,COUPE-R,4.1,11055,Drive transfer slip,FC-DRV-19,drivetrain,normal,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,8.39,223.77,2024-12-07 12:27:57
RO000809,COUPE-R,2.1,21505,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.94,378.65,2025-01-05 04:26:49
RO000810,SUV-X,5.5,21322,Brake pedal spongy,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.18,115.39,2024-07-23 16:46:11
RO000811,SEDAN-A,8.5,22745,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.84,186.45,2025-09-27 05:05:37
RO000812,SEDAN-B,4.4,6318,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.85,307.04,2024-08-26 02:00:08
RO000813,SEDAN-B,16.8,24957,Coolant leak suspected,FC-CLG-11,engine_cooling,dusty,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.8,239.09,2026-04-08 09:11:33
RO000814,COUPE-R,1.9,18854,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.59,274.79,2024-03-08 10:34:28
RO000815,VAN-C,8.4,12960,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.25,383.8,2026-06-10 00:19:00
RO000816,VAN-C,7.6,15687,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,high_humidity,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,1.06,150.37,2024-01-27 13:53:55
RO000817,SUV-Z,5.7,8188,Driveline vibration under load,FC-DRV-19,drivetrain,highway_longhaul,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.85,319.12,2024-02-08 00:53:37
RO000818,SUV-X,16.9,17939,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.87,186.42,2024-11-09 12:29:14
RO000819,SUV-X,9.7,18861,Coolant leak suspected,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.34,444.59,2025-10-28 14:03:38
RO000820,VAN-C,8.6,31452,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.24,248.34,2025-03-19 20:47:36
RO000821,SUV-Z,8.2,7588,Coolant leak suspected,FC-CLG-11,engine_cooling,dusty,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.61,442.58,2025-12-17 21:23:31
RO000822,COUPE-R,3.3,11661,Drive transfer slip,FC-DRV-19,drivetrain,highway_longhaul,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.91,185.36,2024-12-09 08:49:06
RO000823,SUV-X,9.9,22347,Intake actuator delayed,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.01,186.42,2024-11-08 02:38:28
RO000824,SEDAN-B,6.7,9323,Belt slipping,FC-ACC-09,conveyor_like_accessory,normal,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,2.98,150.37,2023-05-20 05:56:40
RO000825,COUPE-R,5.7,12532,Belt slipping,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,10.35,289.72,2025-06-21 21:57:30
RO000826,TRUCK-T2,8.0,3979,Drive transfer slip,FC-DRV-19,drivetrain,dusty,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.37,181.54,2024-10-03 11:19:22
RO000827,VAN-C,10.1,31707,Unexpected power cut,FC-ELC-22,electrical_power,highway_longhaul,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,2.33,203.04,2024-01-11 05:48:08
RO000828,TRUCK-T2,0.2,29967,Driveline vibration under load,FC-DRV-19,drivetrain,high_humidity,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.28,215.72,2023-09-22 17:22:23
RO000829,SUV-X,3.5,19277,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,0.5,345.55,2024-08-29 11:36:10
RO000830,SUV-X,6.5,17622,Unexpected power cut,FC-ELC-22,electrical_power,high_humidity,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.35,203.04,2023-11-13 12:49:10
RO000831,TRUCK-T2,3.0,15685,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.65,155.43,2024-01-08 09:28:46
RO000832,SEDAN-A,7.4,7837,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.68,102.65,2023-05-09 21:05:54
RO000833,TRUCK-T1,3.0,20209,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.22,175.16,2023-05-25 02:58:57
RO000834,SEDAN-B,5.7,15305,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.6,135.6,2025-12-03 17:45:31
RO000835,SEDAN-A,5.5,14598,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,10.74,342.95,2024-06-16 12:53:59
RO000836,SUV-X,2.6,26713,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.49,210.86,2024-07-20 20:06:33
RO000837,TRUCK-T1,7.5,29068,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.24,484.9,2023-11-06 12:06:48
RO000838,TRUCK-T1,7.9,14575,Brake pressure drop,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.95,219.56,2023-06-09 20:11:19
RO000839,VAN-C,10.3,9994,Air regulation unstable,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.86,124.29,2026-03-06 13:08:02
RO000840,SEDAN-B,5.8,8599,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.37,102.65,2023-09-17 19:29:47
RO000841,TRUCK-T2,10.8,11341,Control unit reset observed,FC-ELC-22,electrical_power,dusty,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.41,158.36,2023-02-16 12:14:32
RO000842,SUV-X,6.7,21787,Unexpected power cut,FC-ELC-22,electrical_power,high_humidity,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,1.01,158.36,2023-07-09 23:48:32
RO000843,SEDAN-B,4.4,16690,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.9,241.19,2024-03-16 13:54:20
RO000844,SEDAN-B,4.8,100,Driveline vibration under load,FC-DRV-19,drivetrain,city_stopgo,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.74,185.36,2025-09-30 22:41:46
RO000845,TRUCK-T1,4.3,5482,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.25,124.29,2023-07-05 06:17:55
RO000846,COUPE-R,5.9,10162,Drive transfer slip,FC-DRV-19,drivetrain,high_humidity,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,1.09,215.72,2023-07-23 14:11:53
RO000847,TRUCK-T2,9.6,25199,Unexpected power cut,FC-ELC-22,electrical_power,high_humidity,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.8,158.36,2024-09-13 21:55:08
RO000848,SEDAN-B,2.5,13388,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.49,124.29,2025-08-17 23:51:09
RO000849,SUV-Z,8.6,20346,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.03,316.72,2023-05-17 17:30:04
RO000850,SEDAN-B,6.8,18658,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,8.41,219.12,2024-04-17 16:45:25
RO000851,SUV-X,9.0,21312,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.67,205.25,2023-08-18 21:53:42
RO000852,TRUCK-T2,11.4,18278,Air regulation unstable,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.78,124.29,2025-01-19 20:35:44
RO000853,SUV-Z,11.4,20583,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.61,128.3,2023-05-02 04:40:28
RO000854,SEDAN-B,4.8,17372,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.43,248.34,2023-11-21 03:27:46
RO000855,SUV-X,7.2,17490,Drive transfer slip,FC-DRV-19,drivetrain,high_temp,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,8.9,185.36,2024-07-18 21:37:22
RO000856,SEDAN-B,10.3,16525,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.38,241.1,2024-12-17 01:36:54
RO000857,SEDAN-B,2.9,18183,Air regulation unstable,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,9.12,124.29,2023-05-11 14:14:10
RO000858,SEDAN-A,5.7,8218,Brake pressure drop,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.2,248.34,2024-08-17 05:28:24
RO000859,VAN-C,2.7,8721,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.76,186.42,2025-11-24 03:30:18
RO000860,SEDAN-B,1.6,15124,Intake actuator delayed,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.3,124.29,2023-06-06 22:44:44
RO000861,TRUCK-T1,3.3,27154,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.52,189.59,2023-11-16 13:15:08
RO000862,COUPE-R,10.1,9737,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.21,205.25,2024-04-19 07:18:38
RO000863,COUPE-R,2.7,22121,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.84,353.6,2024-06-02 22:26:29
RO000864,SEDAN-A,8.4,5595,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.71,198.9,2024-01-20 11:51:27
RO000865,TRUCK-T2,8.6,7413,Coolant leak suspected,FC-CLG-11,engine_cooling,dusty,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.43,132.06,2025-02-01 05:11:58
RO000866,TRUCK-T2,1.7,21785,Torque transfer delay,FC-DRV-19,drivetrain,city_stopgo,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.03,185.36,2026-04-18 04:25:59
RO000867,VAN-C,8.4,20005,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.11,208.63,2025-10-21 06:58:48
RO000868,SEDAN-B,8.5,17083,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_temp,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.42,198.9,2024-08-09 20:35:39
RO000869,VAN-C,3.0,100,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.2,189.59,2024-04-25 12:24:30
RO000870,TRUCK-T1,1.0,15762,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,normal,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,4.97,150.37,2023-01-13 22:44:48
RO000871,TRUCK-T1,8.9,12583,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.84,124.29,2024-03-23 19:06:36
RO000872,TRUCK-T1,9.1,17680,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.13,312.4,2024-10-30 11:35:52
RO000873,SUV-X,8.1,2715,Driveline vibration under load,FC-DRV-19,drivetrain,normal,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.01,223.77,2026-01-12 21:54:54
RO000874,TRUCK-T2,8.6,6866,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.01,264.12,2026-06-14 22:42:29
RO000875,VAN-C,6.4,13924,Intake actuator delayed,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.17,205.25,2024-05-15 22:55:19
RO000876,SUV-X,11.5,23654,Control unit reset observed,FC-ELC-22,electrical_power,dusty,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,2.88,172.39,2026-04-30 10:11:59
RO000877,COUPE-R,8.7,25631,Unexpected power cut,FC-ELC-22,electrical_power,high_humidity,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.27,196.51,2024-10-26 08:39:44
RO000878,SUV-X,10.3,31098,Drive transfer slip,FC-DRV-19,drivetrain,city_stopgo,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.55,181.54,2024-04-14 17:54:56
RO000879,COUPE-R,7.4,23360,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.79,166.8,2023-05-12 12:19:11
RO000880,TRUCK-T2,6.6,12188,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,normal,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,8.63,286.21,2023-07-08 15:42:40
RO000881,SUV-X,3.6,27258,Driveline vibration under load,FC-DRV-19,drivetrain,high_humidity,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.5,223.77,2025-09-02 22:27:53
